0	1	2
5	62	9.43968e-07
4	63	9.43968e-07
80	141	9.37339e-07
81	140	9.37339e-07
65	93	9.35349e-07
33	135	9.34227e-07
58	83	9.27777e-07
59	82	9.27777e-07
18	82	9.19592e-07
64	122	9.19574e-07
98	139	9.14591e-07
99	138	9.14591e-07
4	33	9.0662e-07
5	32	9.0662e-07
93	124	9.06331e-07
92	125	9.06331e-07
14	92	8.85771e-07
58	80	8.79282e-07
42	54	8.78476e-07
33	84	8.76142e-07
32	85	8.76142e-07
1	48	8.73766e-07
0	49	8.73766e-07
66	106	8.73519e-07
99	149	8.69619e-07
66	85	8.69542e-07
67	84	8.69542e-07
44	140	8.63757e-07
49	120	8.61094e-07
48	121	8.61094e-07
67	128	8.59281e-07
66	129	8.59281e-07
122	132	8.50771e-07
15	23	8.47545e-07
45	125	8.44669e-07
77	90	8.43584e-07
76	91	8.43584e-07
5	91	8.41183e-07
18	147	8.40952e-07
19	146	8.40952e-07
122	124	8.39075e-07
91	144	8.34119e-07
90	145	8.34119e-07
63	83	8.34016e-07
15	55	8.32915e-07
114	133	8.32345e-07
115	132	8.32345e-07
90	120	8.27632e-07
47	122	-8.16121e-07
46	123	-8.16121e-07
18	100	8.12234e-07
41	62	8.08298e-07
40	63	8.08298e-07
41	66	8.04228e-07
40	67	8.04228e-07
55	67	7.90871e-07
42	128	7.89731e-07
14	66	7.89366e-07
1	91	7.89128e-07
67	115	7.88301e-07
81	83	7.81533e-07
64	126	7.81272e-07
107	138	7.79875e-07
106	139	7.79875e-07
85	93	7.79359e-07
26	90	7.77731e-07
13	106	7.70941e-07
12	107	7.70941e-07
24	28	7.48972e-07
19	149	7.38599e-07
63	81	7.38416e-07
66	140	7.37438e-07
49	101	7.31268e-07
83	123	7.30912e-07
11	81	7.27485e-07
5	59	7.26486e-07
29	33	7.18553e-07
54	107	7.05581e-07
55	106	7.05581e-07
18	125	7.02127e-07
19	124	7.02127e-07
14	91	7.01359e-07
15	90	7.01359e-07
91	99	6.93136e-07
48	146	6.92359e-07
4	44	6.91331e-07
92	140	6.86853e-07
21	68	6.85345e-07
20	69	6.85345e-07
4	125	6.82279e-07
5	124	6.82279e-07
77	85	6.81976e-07
136	145	6.66281e-07
137	144	6.66281e-07
125	127	6.65101e-07
25	136	6.55012e-07
24	137	6.55012e-07
3	33	-6.54956e-07
83	115	6.52213e-07
24	38	6.5097e-07
19	59	6.48447e-07
44	128	6.46238e-07
77	104	6.44325e-07
76	105	6.44325e-07
22	114	6.44238e-07
24	78	6.42906e-07
22	84	6.42315e-07
22	129	6.42107e-07
23	128	6.42107e-07
77	140	6.39385e-07
76	141	6.39385e-07
25	59	6.3569e-07
44	64	6.35294e-07
62	64	6.33398e-07
91	115	6.31963e-07
89	114	6.26522e-07
88	115	6.26522e-07
74	144	-6.26453e-07
55	91	6.2262e-07
12	128	6.21366e-07
12	62	6.20376e-07
68	138	6.12908e-07
84	91	6.11577e-07
85	90	6.11577e-07
49	144	6.02619e-07
48	145	6.02619e-07
68	129	6.02116e-07
69	128	6.02116e-07
15	40	5.96125e-07
14	41	5.96125e-07
1	29	5.8951e-07
58	126	5.85549e-07
4	10	5.79168e-07
47	64	-5.77634e-07
46	65	-5.77634e-07
14	64	5.76256e-07
10	24	5.74472e-07
63	101	5.74431e-07
50	87	5.7111e-07
51	86	5.7111e-07
59	79	5.70788e-07
125	129	5.69503e-07
23	32	5.63197e-07
22	33	5.63197e-07
26	146	5.62772e-07
25	44	5.61863e-07
24	45	5.61863e-07
84	101	5.6121e-07
85	100	5.6121e-07
18	142	5.58635e-07
37	65	5.5616e-07
76	101	5.54315e-07
77	100	5.54315e-07
59	125	5.51668e-07
28	124	5.51574e-07
111	135	5.40882e-07
25	91	5.3847e-07
136	140	5.36736e-07
74	122	-5.358e-07
32	104	5.35355e-07
30	142	5.33802e-07
4	18	5.3222e-07
66	73	5.32068e-07
67	72	5.32068e-07
124	132	5.30797e-07
59	141	5.29982e-07
92	114	5.24609e-07
32	92	5.22277e-07
100	142	5.20034e-07
11	91	5.19726e-07
29	126	5.17229e-07
28	127	5.17229e-07
72	128	5.16874e-07
67	93	5.16775e-07
63	93	5.12552e-07
129	138	5.11007e-07
128	139	5.11007e-07
19	67	5.10451e-07
11	114	5.07437e-07
10	115	5.07437e-07
3	74	5.03543e-07
2	75	5.03543e-07
101	141	5.0228e-07
23	91	4.99351e-07
85	140	4.9268e-07
84	141	4.9268e-07
68	110	4.9263e-07
44	74	-4.92015e-07
64	101	4.91897e-07
65	100	4.91897e-07
24	76	4.90236e-07
14	26	4.88283e-07
18	31	4.87915e-07
19	30	4.87915e-07
75	121	-4.87628e-07
77	125	4.86957e-07
78	82	4.84412e-07
44	71	4.83813e-07
45	70	4.83813e-07
54	141	4.8278e-07
55	140	4.8278e-07
49	90	4.82149e-07
48	91	4.82149e-07
47	105	-4.80961e-07
65	135	4.7961e-07
92	101	4.7849e-07
93	100	4.7849e-07
121	138	4.78261e-07
120	139	4.78261e-07
24	82	4.78133e-07
15	115	4.77719e-07
98	141	4.77401e-07
99	140	4.77401e-07
4	62	4.71984e-07
80	140	4.6867e-07
64	93	4.67674e-07
65	92	4.67674e-07
33	134	4.67114e-07
32	135	4.67114e-07
25	49	4.65315e-07
58	82	4.63888e-07
1	59	4.59542e-07
98	138	4.57296e-07
105	131	-4.54707e-07
4	32	4.5331e-07
92	124	4.53166e-07
115	123	4.39521e-07
32	84	4.38071e-07
0	48	4.36883e-07
98	149	4.34809e-07
99	148	4.34809e-07
66	84	4.34771e-07
25	129	4.32138e-07
33	51	-4.31897e-07
48	120	4.30547e-07
66	128	4.2964e-07
33	117	4.29028e-07
33	41	4.25337e-07
14	23	4.23773e-07
15	22	4.23773e-07
75	87	4.22397e-07
44	125	4.22334e-07
45	124	4.22334e-07
76	90	4.21792e-07
5	90	4.20592e-07
4	91	4.20592e-07
18	146	4.20476e-07
90	144	4.1706e-07
62	83	4.17008e-07
63	82	4.17008e-07
15	54	4.16457e-07
14	55	4.16457e-07
114	132	4.16173e-07
31	59	4.1602e-07
141	145	4.12359e-07
46	122	-4.0806e-07
40	62	4.04149e-07
40	66	4.02114e-07
31	79	3.98278e-07
54	67	3.95436e-07
55	66	3.95436e-07
1	90	3.94564e-07
0	91	3.94564e-07
51	105	-3.94299e-07
66	115	3.94151e-07
67	114	3.94151e-07
81	82	3.90766e-07
80	83	3.90766e-07
106	138	3.89937e-07
85	92	3.8968e-07
84	93	3.8968e-07
12	106	3.85471e-07
15	77	3.73455e-07
23	107	3.6942e-07
18	149	3.693e-07
19	148	3.693e-07
63	80	3.69208e-07
62	81	3.69208e-07
49	100	3.65634e-07
48	101	3.65634e-07
83	122	3.65456e-07
82	123	3.65456e-07
10	81	3.63743e-07
11	80	3.63743e-07
5	25	3.6346e-07
5	58	3.63243e-07
4	59	3.63243e-07
55	115	3.62047e-07
25	51	-3.60436e-07
28	33	3.59277e-07
29	32	3.59277e-07
121	149	3.5652e-07
99	145	3.54833e-07
23	65	3.54694e-07
54	106	3.52791e-07
18	124	3.51064e-07
14	90	3.5068e-07
13	65	3.50199e-07
90	99	3.46568e-07
91	98	3.46568e-07
19	127	3.42997e-07
20	68	3.42672e-07
4	124	3.41139e-07
19	81	3.41054e-07
76	85	3.40988e-07
77	84	3.40988e-07
105	141	3.36092e-07
136	144	3.33141e-07
124	127	3.32551e-07
125	126	3.32551e-07
24	136	3.27506e-07
2	33	-3.27478e-07
3	32	-3.27478e-07
83	114	3.26106e-07
82	115	3.26106e-07
18	59	3.24223e-07
19	58	3.24223e-07
51	127	-3.2323e-07
76	104	3.22162e-07
101	129	3.21526e-07
22	128	3.21054e-07
76	140	3.19693e-07
25	58	3.17845e-07
24	59	3.17845e-07
91	114	3.15982e-07
90	115	3.15982e-07
81	121	3.15134e-07
63	115	3.1495e-07
88	114	3.13261e-07
63	67	3.13063e-07
54	91	3.1131e-07
55	90	3.1131e-07
67	83	3.10376e-07
51	65	-3.09307e-07
71	121	3.0823e-07
71	149	3.06922e-07
84	90	3.05788e-07
51	69	-3.0523e-07
39	77	3.04972e-07
75	129	-3.03347e-07
48	144	3.0131e-07
68	128	3.01058e-07
14	40	2.98062e-07
105	127	2.95362e-07
1	28	2.94755e-07
0	29	2.94755e-07
79	85	2.90495e-07
71	109	2.89874e-07
46	64	-2.88817e-07
63	100	2.87215e-07
62	101	2.87215e-07
50	86	2.85555e-07
59	78	2.85394e-07
58	79	2.85394e-07
124	129	2.84752e-07
125	128	2.84752e-07
23	77	2.82741e-07
125	143	2.82615e-07
39	141	2.8237e-07
13	85	2.8196e-07
22	32	2.81599e-07
24	44	2.80932e-07
105	129	2.80718e-07
84	100	2.80605e-07
11	117	2.7859e-07
15	33	2.78554e-07
36	65	2.7808e-07
37	64	2.7808e-07
77	93	2.77915e-07
76	100	2.77158e-07
58	125	2.75834e-07
59	124	2.75834e-07
59	131	-2.74486e-07
125	141	2.74422e-07
11	101	2.72263e-07
27	83	2.7166e-07
110	135	2.70441e-07
111	134	2.70441e-07
117	145	2.69896e-07
24	91	2.69235e-07
25	90	2.69235e-07
55	101	2.68808e-07
49	131	-2.67565e-07
29	121	2.6677e-07
66	72	2.66034e-07
53	115	2.65935e-07
13	105	2.65808e-07
59	140	2.64991e-07
58	141	2.64991e-07
13	83	2.63854e-07
19	133	2.63114e-07
11	90	2.59863e-07
10	91	2.59863e-07
23	39	2.58714e-07
28	126	2.58614e-07
66	93	2.58388e-07
67	92	2.58388e-07
62	93	2.56276e-07
63	92	2.56276e-07
128	138	2.55503e-07
18	67	2.55225e-07
19	66	2.55225e-07
10	114	2.53719e-07
2	74	2.51772e-07
21	37	2.51765e-07
101	140	2.5114e-07
100	141	2.5114e-07
99	131	-2.51016e-07
22	91	2.49676e-07
23	90	2.49676e-07
31	41	2.4751e-07
84	140	2.4634e-07
64	100	2.45949e-07
117	123	2.45792e-07
18	30	2.43957e-07
75	120	-2.43814e-07
74	121	-2.43814e-07
76	125	2.43478e-07
77	124	2.43478e-07
44	70	2.41906e-07
54	140	2.4139e-07
48	90	2.41074e-07
46	105	-2.4048e-07
47	104	-2.4048e-07
64	135	2.39805e-07
65	134	2.39805e-07
92	100	2.39245e-07
120	138	2.39131e-07
15	114	2.38859e-07
14	115	2.38859e-07
98	140	2.38701e-07
29	93	2.3626e-07
59	121	2.36226e-07
29	99	2.35441e-07
64	92	2.33837e-07
32	134	2.33557e-07
135	145	2.33406e-07
24	49	2.32657e-07
25	48	2.32657e-07
0	59	2.29771e-07
1	58	2.29771e-07
11	77	2.28849e-07
19	129	2.2807e-07
105	130	-2.27353e-07
104	131	-2.27353e-07
59	101	2.22554e-07
115	122	2.19761e-07
114	123	2.19761e-07
98	148	2.17405e-07
77	107	2.17308e-07
25	128	2.16069e-07
24	129	2.16069e-07
33	50	-2.15949e-07
32	51	-2.15949e-07
19	79	2.15412e-07
33	116	2.14514e-07
32	117	2.14514e-07
33	40	2.12668e-07
32	41	2.12668e-07
45	133	2.1202e-07
14	22	2.11886e-07
25	115	2.11498e-07
74	87	2.11199e-07
75	86	2.11199e-07
44	124	2.11167e-07
4	90	2.10296e-07
33	125	2.09873e-07
81	99	2.08862e-07
62	82	2.08504e-07
14	54	2.08229e-07
30	59	2.0801e-07
31	58	2.0801e-07
123	131	-2.07048e-07
49	83	2.06887e-07
140	145	2.0618e-07
141	144	2.0618e-07
25	135	2.05467e-07
83	107	2.00146e-07
31	78	1.99139e-07
30	79	1.99139e-07
54	66	1.97718e-07
0	90	1.97282e-07
50	105	-1.9715e-07
51	104	-1.9715e-07
66	114	1.97075e-07
80	82	1.95383e-07
84	92	1.9484e-07
95	147	1.91485e-07
29	65	1.89897e-07
109	125	1.88565e-07
11	67	1.88144e-07
15	76	1.86727e-07
14	77	1.86727e-07
47	121	-1.85974e-07
27	117	1.8532e-07
33	115	1.84718e-07
22	107	1.8471e-07
23	106	1.8471e-07
18	148	1.8465e-07
62	80	1.84604e-07
11	19	1.83758e-07
29	141	1.83165e-07
48	100	1.82817e-07
82	122	1.82728e-07
15	25	1.8203e-07
85	131	-1.82021e-07
10	80	1.81871e-07
4	25	1.8173e-07
5	24	1.8173e-07
4	58	1.81621e-07
45	131	-1.81315e-07
55	114	1.81023e-07
54	115	1.81023e-07
24	51	-1.80218e-07
25	50	-1.80218e-07
71	105	1.79957e-07
28	32	1.79638e-07
120	149	1.7826e-07
121	148	1.7826e-07
71	99	1.77753e-07
98	145	1.77416e-07
99	144	1.77416e-07
23	64	1.77347e-07
22	65	1.77347e-07
29	139	1.77334e-07
69	105	1.76786e-07
91	93	1.76729e-07
33	143	1.75299e-07
12	65	1.75099e-07
13	64	1.75099e-07
90	98	1.73284e-07
123	129	1.72647e-07
115	139	1.72133e-07
63	135	1.71536e-07
18	127	1.71499e-07
19	126	1.71499e-07
19	80	1.70527e-07
18	81	1.70527e-07
76	84	1.70494e-07
65	145	1.70217e-07
104	141	1.68046e-07
105	140	1.68046e-07
124	126	1.66275e-07
25	55	1.65945e-07
91	107	1.65588e-07
2	32	-1.63739e-07
82	114	1.63053e-07
79	141	1.62614e-07
18	58	1.62112e-07
11	23	1.61967e-07
50	127	-1.61615e-07
51	126	-1.61615e-07
69	135	1.61382e-07
101	128	1.60763e-07
100	129	1.60763e-07
77	133	1.60446e-07
49	105	1.59376e-07
24	58	1.58922e-07
71	133	1.58744e-07
90	114	1.57991e-07
80	121	1.57567e-07
81	120	1.57567e-07
62	115	1.57475e-07
63	114	1.57475e-07
93	143	1.57047e-07
62	67	1.56531e-07
63	66	1.56531e-07
63	129	1.55915e-07
54	90	1.55655e-07
66	83	1.55188e-07
67	82	1.55188e-07
79	127	1.54764e-07
50	65	-1.54653e-07
51	64	-1.54653e-07
70	121	1.54115e-07
71	120	1.54115e-07
70	149	1.53461e-07
71	148	1.53461e-07
51	68	-1.52615e-07
50	69	-1.52615e-07
38	77	1.52486e-07
39	76	1.52486e-07
75	128	-1.51673e-07
74	129	-1.51673e-07
65	83	1.50167e-07
104	127	1.47681e-07
105	126	1.47681e-07
0	28	1.47377e-07
121	131	-1.46132e-07
13	15	1.45907e-07
79	84	1.45247e-07
78	85	1.45247e-07
70	109	1.44937e-07
71	108	1.44937e-07
62	100	1.43608e-07
5	15	1.43491e-07
58	78	1.42697e-07
124	128	1.42376e-07
17	109	1.42169e-07
13	101	1.41522e-07
85	107	1.41406e-07
22	77	1.41371e-07
23	76	1.41371e-07
124	143	1.41307e-07
125	142	1.41307e-07
39	140	1.41185e-07
38	141	1.41185e-07
107	133	1.41108e-07
13	84	1.4098e-07
12	85	1.4098e-07
37	135	1.40647e-07
105	128	1.40359e-07
104	129	1.40359e-07
11	116	1.39295e-07
10	117	1.39295e-07
14	33	1.39277e-07
15	32	1.39277e-07
36	64	1.3904e-07
3	127	-1.39002e-07
76	93	1.38958e-07
77	92	1.38958e-07
58	124	1.37917e-07
59	130	-1.37243e-07
58	131	-1.37243e-07
124	141	1.37211e-07
125	140	1.37211e-07
41	85	1.36483e-07
11	100	1.36131e-07
10	101	1.36131e-07
26	83	1.3583e-07
27	82	1.3583e-07
29	107	1.35375e-07
11	65	1.35363e-07
110	134	1.35221e-07
117	144	1.34948e-07
116	145	1.34948e-07
24	90	1.34618e-07
54	101	1.34404e-07
55	100	1.34404e-07
48	131	-1.33783e-07
49	130	-1.33783e-07
13	67	1.33586e-07
28	121	1.33385e-07
29	120	1.33385e-07
52	115	1.32967e-07
53	114	1.32967e-07
12	105	1.32904e-07
13	104	1.32904e-07
58	140	1.32495e-07
45	143	1.32457e-07
13	82	1.31927e-07
12	83	1.31927e-07
19	132	1.31557e-07
18	133	1.31557e-07
23	139	1.31233e-07
135	141	1.31232e-07
10	90	1.29932e-07
23	38	1.29357e-07
22	39	1.29357e-07
66	92	1.29194e-07
45	115	1.29082e-07
62	92	1.28138e-07
18	66	1.27613e-07
11	27	1.27155e-07
20	37	1.25883e-07
21	36	1.25883e-07
100	140	1.2557e-07
99	130	-1.25508e-07
98	131	-1.25508e-07
127	135	1.2532e-07
29	111	1.24958e-07
22	90	1.24838e-07
67	133	1.23891e-07
30	41	1.23755e-07
31	40	1.23755e-07
116	123	1.22896e-07
117	122	1.22896e-07
23	55	1.22709e-07
74	120	-1.21907e-07
76	124	1.21739e-07
59	75	-1.21694e-07
46	104	-1.2024e-07
64	134	1.19903e-07
14	114	1.1943e-07
29	92	1.1813e-07
28	93	1.1813e-07
59	120	1.18113e-07
58	121	1.18113e-07
29	98	1.1772e-07
28	99	1.1772e-07
65	85	1.17657e-07
25	65	1.16819e-07
135	144	1.16703e-07
134	145	1.16703e-07
24	48	1.16329e-07
0	58	1.14886e-07
10	77	1.14424e-07
11	76	1.14424e-07
19	128	1.14035e-07
18	129	1.14035e-07
101	131	-1.13839e-07
104	130	-1.13677e-07
29	85	1.13086e-07
59	100	1.11277e-07
58	101	1.11277e-07
45	105	1.10773e-07
59	99	1.10314e-07
114	122	1.0988e-07
23	121	1.09778e-07
27	107	1.08899e-07
76	107	1.08654e-07
77	106	1.08654e-07
15	143	1.08221e-07
24	128	1.08034e-07
32	50	-1.07974e-07
18	79	1.07706e-07
19	78	1.07706e-07
23	127	1.07416e-07
32	116	1.07257e-07
71	91	1.07183e-07
32	40	1.06334e-07
44	133	1.0601e-07
45	132	1.0601e-07
25	114	1.05749e-07
24	115	1.05749e-07
74	86	1.05599e-07
41	77	1.05242e-07
49	109	1.05182e-07
33	124	1.04937e-07
32	125	1.04937e-07
83	125	1.04475e-07
80	99	1.04431e-07
81	98	1.04431e-07
30	58	1.04005e-07
37	105	1.03891e-07
122	131	-1.03524e-07
123	130	-1.03524e-07
48	83	1.03444e-07
49	82	1.03444e-07
140	144	1.0309e-07
41	101	1.03015e-07
123	147	1.02745e-07
24	135	1.02733e-07
25	134	1.02733e-07
1	75	-1.02468e-07
105	149	1.01421e-07
23	105	1.00709e-07
82	107	1.00073e-07
83	106	1.00073e-07
65	105	9.99171e-08
59	105	9.96943e-08
30	78	9.95695e-08
50	104	-9.85749e-08
77	115	9.81159e-08
45	59	9.59918e-08
94	147	9.57426e-08
95	146	9.57426e-08
33	129	9.50874e-08
28	65	9.49486e-08
29	64	9.49486e-08
108	125	9.42825e-08
109	124	9.42825e-08
11	66	9.40721e-08
10	67	9.40721e-08
14	76	9.33637e-08
46	121	-9.29872e-08
47	120	-9.29872e-08
27	116	9.26599e-08
26	117	9.26599e-08
32	115	9.23592e-08
33	114	9.23592e-08
22	106	9.2355e-08
63	105	9.22401e-08
10	19	9.1879e-08
11	18	9.1879e-08
28	141	9.15824e-08
29	140	9.15824e-08
65	125	9.15121e-08
14	25	9.10152e-08
15	24	9.10152e-08
85	130	-9.10104e-08
84	131	-9.10104e-08
4	24	9.0865e-08
99	109	9.07473e-08
45	130	-9.06577e-08
44	131	-9.06577e-08
54	114	9.05116e-08
24	50	-9.01091e-08
70	105	8.99783e-08
71	104	8.99783e-08
63	91	8.96885e-08
120	148	8.91301e-08
71	98	8.88764e-08
70	99	8.88764e-08
98	144	8.87082e-08
22	64	8.86734e-08
29	138	8.86669e-08
28	139	8.86669e-08
69	104	8.83931e-08
68	105	8.83931e-08
91	92	8.83645e-08
90	93	8.83645e-08
25	67	8.83241e-08
32	143	8.76494e-08
33	142	8.76494e-08
12	64	8.75497e-08
23	67	8.72259e-08
89	123	8.64009e-08
122	129	8.63236e-08
123	128	8.63236e-08
69	133	8.61755e-08
114	139	8.60667e-08
115	138	8.60667e-08
63	134	8.5768e-08
62	135	8.5768e-08
18	126	8.57493e-08
18	80	8.52636e-08
65	144	8.51087e-08
64	145	8.51087e-08
104	140	8.40231e-08
29	63	8.39308e-08
23	145	8.31254e-08
25	43	8.29952e-08
24	55	8.29723e-08
25	54	8.29723e-08
90	107	8.27938e-08
91	106	8.27938e-08
49	123	8.14739e-08
78	141	8.13068e-08
79	140	8.13068e-08
29	91	8.09956e-08
10	23	8.09836e-08
11	22	8.09836e-08
50	126	-8.08075e-08
69	134	8.06911e-08
68	135	8.06911e-08
100	128	8.03815e-08
77	132	8.02229e-08
76	133	8.02229e-08
69	75	-7.99788e-08
91	109	7.99079e-08
49	104	7.96878e-08
48	105	7.96878e-08
70	133	7.93722e-08
71	132	7.93722e-08
80	120	7.87835e-08
62	114	7.87375e-08
92	143	7.85236e-08
93	142	7.85236e-08
62	66	7.82657e-08
63	128	7.79577e-08
62	129	7.79577e-08
66	82	7.7594e-08
78	127	7.7382e-08
79	126	7.7382e-08
50	64	-7.73266e-08
70	120	7.70574e-08
70	148	7.67305e-08
50	68	-7.63076e-08
38	76	7.62431e-08
74	128	-7.58367e-08
21	111	7.50994e-08
65	82	7.50835e-08
64	83	7.50835e-08
37	51	-7.42623e-08
104	126	7.38406e-08
25	107	7.33483e-08
121	130	-7.30662e-08
120	131	-7.30662e-08
13	14	7.29535e-08
12	15	7.29535e-08
3	93	-7.28913e-08
78	84	7.26237e-08
27	95	7.2596e-08
70	108	7.24686e-08
19	109	7.18033e-08
5	14	7.17455e-08
4	15	7.17455e-08
17	108	7.10845e-08
16	109	7.10845e-08
12	101	7.07611e-08
13	100	7.07611e-08
84	107	7.07028e-08
85	106	7.07028e-08
22	76	7.06853e-08
124	142	7.06537e-08
38	140	7.05925e-08
129	145	7.05901e-08
106	133	7.05541e-08
107	132	7.05541e-08
12	84	7.04899e-08
36	135	7.03237e-08
37	134	7.03237e-08
104	128	7.01795e-08
3	11	-6.98312e-08
10	116	6.96476e-08
14	32	6.96384e-08
2	127	-6.95009e-08
3	126	-6.95009e-08
47	99	-6.9483e-08
76	92	6.94788e-08
19	63	6.94539e-08
75	99	-6.89594e-08
29	59	6.88398e-08
58	130	-6.86214e-08
124	140	6.86054e-08
41	84	6.82413e-08
40	85	6.82413e-08
10	100	6.80657e-08
89	93	6.80038e-08
26	82	6.79149e-08
29	106	6.76876e-08
28	107	6.76876e-08
10	65	6.76813e-08
11	64	6.76813e-08
116	144	6.74739e-08
54	100	6.7202e-08
48	130	-6.68913e-08
39	45	6.68522e-08
12	67	6.67932e-08
13	66	6.67932e-08
28	120	6.66925e-08
52	114	6.64837e-08
12	104	6.64521e-08
13	91	6.62796e-08
44	143	6.62287e-08
45	142	6.62287e-08
121	141	6.61789e-08
12	82	6.59634e-08
18	132	6.57786e-08
23	138	6.56163e-08
22	139	6.56163e-08
134	141	6.56158e-08
135	140	6.56158e-08
22	38	6.46784e-08
59	149	6.46652e-08
67	77	6.45585e-08
45	114	6.45408e-08
44	115	6.45408e-08
75	93	-6.44845e-08
19	95	6.43068e-08
11	26	6.35777e-08
10	27	6.35777e-08
20	36	6.29414e-08
98	130	-6.27539e-08
126	135	6.26599e-08
127	134	6.26599e-08
28	111	6.24789e-08
29	110	6.24789e-08
66	133	6.19456e-08
67	132	6.19456e-08
30	40	6.18775e-08
116	122	6.14481e-08
23	54	6.13546e-08
22	55	6.13546e-08
58	75	-6.08471e-08
59	74	-6.08471e-08
31	93	5.97767e-08
75	81	-5.9742e-08
13	99	5.97194e-08
28	92	5.90649e-08
58	120	5.90566e-08
91	147	5.9026e-08
65	131	-5.89146e-08
28	98	5.88602e-08
65	84	5.88284e-08
64	85	5.88284e-08
25	64	5.84093e-08
24	65	5.84093e-08
134	144	5.83516e-08
13	115	5.82098e-08
11	143	5.8091e-08
10	76	5.72122e-08
18	128	5.70175e-08
100	131	-5.69195e-08
101	130	-5.69195e-08
29	84	5.65428e-08
28	85	5.65428e-08
75	101	-5.56988e-08
29	137	5.5652e-08
58	100	5.56385e-08
45	104	5.53863e-08
44	105	5.53863e-08
59	98	5.5157e-08
58	99	5.5157e-08
22	121	5.48892e-08
23	120	5.48892e-08
27	106	5.44493e-08
26	107	5.44493e-08
76	106	5.4327e-08
27	131	-5.41687e-08
14	143	5.41107e-08
15	142	5.41107e-08
18	78	5.38529e-08
22	127	5.37081e-08
23	126	5.37081e-08
67	143	5.3707e-08
71	90	5.35915e-08
70	91	5.35915e-08
73	77	5.35787e-08
43	145	5.354e-08
11	31	5.33329e-08
63	145	5.30511e-08
44	132	5.3005e-08
24	114	5.28746e-08
41	76	5.26208e-08
40	77	5.26208e-08
49	108	5.25909e-08
48	109	5.25909e-08
32	124	5.24683e-08
83	124	5.22376e-08
82	125	5.22376e-08
80	98	5.22155e-08
36	105	5.19455e-08
37	104	5.19455e-08
67	75	-5.17717e-08
122	130	-5.17619e-08
48	82	5.17218e-08
41	100	5.15073e-08
40	101	5.15073e-08
15	141	5.14462e-08
123	146	5.13723e-08
122	147	5.13723e-08
24	134	5.13667e-08
1	74	-5.1234e-08
0	75	-5.1234e-08
105	148	5.07103e-08
104	149	5.07103e-08
25	139	5.05921e-08
23	104	5.03546e-08
22	105	5.03546e-08
82	106	5.00364e-08
15	79	4.99691e-08
64	105	4.99585e-08
65	104	4.99585e-08
58	105	4.98471e-08
59	104	4.98471e-08
37	77	4.95565e-08
101	133	4.91461e-08
77	114	4.9058e-08
76	115	4.9058e-08
29	133	4.8774e-08
39	65	4.8613e-08
73	101	4.83395e-08
45	58	4.79959e-08
44	59	4.79959e-08
94	146	4.78713e-08
105	115	4.76309e-08
79	93	4.75669e-08
32	129	4.75437e-08
33	128	4.75437e-08
15	59	4.7543e-08
28	64	4.74743e-08
5	71	4.73345e-08
108	124	4.71413e-08
10	66	4.7036e-08
29	143	4.68378e-08
46	120	-4.64936e-08
26	116	4.633e-08
1	139	4.6279e-08
32	114	4.61796e-08
62	105	4.61201e-08
63	104	4.61201e-08
75	143	-4.60284e-08
81	93	4.59495e-08
10	18	4.59395e-08
28	140	4.57912e-08
65	124	4.57561e-08
64	125	4.57561e-08
79	101	4.55478e-08
14	24	4.55076e-08
84	130	-4.55052e-08
99	108	4.53737e-08
98	109	4.53737e-08
44	130	-4.53288e-08
15	131	-4.50549e-08
70	104	4.49891e-08
62	91	4.48443e-08
63	90	4.48443e-08
125	149	4.47422e-08
70	98	4.44382e-08
65	89	4.44088e-08
28	138	4.43335e-08
55	69	4.43031e-08
68	104	4.41965e-08
90	92	4.41823e-08
25	66	4.41621e-08
24	67	4.41621e-08
32	142	4.38247e-08
25	123	4.36601e-08
23	66	4.36129e-08
22	67	4.36129e-08
91	117	4.35897e-08
121	123	4.33773e-08
89	122	4.32004e-08
88	123	4.32004e-08
122	128	4.31618e-08
101	115	4.31488e-08
69	132	4.30877e-08
68	133	4.30877e-08
15	129	4.30864e-08
114	138	4.30334e-08
62	134	4.2884e-08
64	144	4.25544e-08
28	63	4.19654e-08
29	62	4.19654e-08
117	121	4.18475e-08
37	107	4.1745e-08
22	145	4.15627e-08
23	144	4.15627e-08
24	43	4.14976e-08
25	42	4.14976e-08
24	54	4.14862e-08
87	89	-4.14422e-08
90	106	4.13969e-08
19	99	4.1391e-08
81	117	4.11985e-08
109	121	4.11578e-08
39	105	4.08446e-08
48	123	4.0737e-08
49	122	4.0737e-08
78	140	4.06534e-08
28	91	4.04978e-08
29	90	4.04978e-08
10	22	4.04918e-08
68	134	4.03455e-08
31	63	4.01364e-08
76	132	4.01115e-08
23	117	4.00158e-08
69	74	-3.99894e-08
68	75	-3.99894e-08
90	109	3.9954e-08
91	108	3.9954e-08
48	104	3.98439e-08
70	132	3.96861e-08
45	79	3.96112e-08
13	37	3.94582e-08
92	142	3.92618e-08
85	125	3.9211e-08
63	107	3.9093e-08
62	128	3.89788e-08
69	115	3.8969e-08
78	126	3.8691e-08
71	129	3.80188e-08
20	111	3.75497e-08
21	110	3.75497e-08
64	82	3.75418e-08
27	67	3.75373e-08
36	51	-3.71311e-08
37	50	-3.71311e-08
13	125	3.69897e-08
91	141	3.6881e-08
24	107	3.66741e-08
25	106	3.66741e-08
120	130	-3.65331e-08
12	14	3.64768e-08
